exposed_iso3,source_iso3,year,w_trade,covered_share
CHE,DNK,2019,0.003532,0.8352
CHE,ARG,2019,0.003977,0.8352
CHE,JPN,2019,0.021336,0.8352
CHE,HUN,2019,0.004176,0.8352
CHE,FIN,2019,0.002832,0.8352
CHE,BRA,2019,0.006614,0.8352
CHE,VNM,2019,0.00621,0.8352
CHE,IDN,2019,0.002502,0.8352
CHE,GBR,2019,0.075536,0.8352
CHE,PRT,2019,0.003912,0.8352
CHE,VEN,2019,5.5e-05,0.8352
CHE,MYS,2019,0.003647,0.8352
CHE,DEU,2019,0.17851,0.8352
CHE,CHL,2019,0.001898,0.8352
CHE,UKR,2019,0.00105,0.8352
CHE,ESP,2019,0.024208,0.8352
CHE,THA,2019,0.013057,0.8352
CHE,RUS,2019,0.006081,0.8352
CHE,POL,2019,0.008856,0.8352
CHE,KOR,2021,0.008386,0.8424
CHE,AUS,2021,0.005791,0.8424
CHE,FRA,2021,0.05418,0.8424
CHE,NOR,2021,0.001772,0.8424
CHE,PER,2021,0.003444,0.8424
CHE,USA,2021,0.123686,0.8424
CHE,IND,2021,0.04799,0.8424
CHE,CAN,2021,0.010793,0.8424
CHE,TWN,2021,0.006292,0.8424
CHE,EGY,2021,0.002025,0.8424
CHE,CHN,2021,0.075175,0.8424
CHE,TUR,2021,0.00711,0.8424
CHE,COL,2021,0.001521,0.8424
CHE,NLD,2021,0.018878,0.8424
CHE,MEX,2021,0.004488,0.8424
CHE,ZAF,2021,0.006944,0.8424
CHE,HKG,2021,0.021103,0.8424
CHE,SAU,2021,0.004877,0.8424
CHE,TUN,2021,0.000644,0.8424
CHE,ITA,2021,0.062928,0.8424
CHE,BEL,2021,0.013466,0.8424
CHE,ISR,2021,0.002481,0.8424
CHE,SWE,2021,0.005243,0.8424
CHE,PHL,2021,0.00149,0.8424
CHE,DNK,2021,0.00323,0.8424
CHE,ARG,2021,0.002388,0.8424
CHE,JPN,2021,0.019621,0.8424
CHE,HUN,2021,0.004176,0.8424
CHE,FIN,2021,0.003254,0.8424
CHE,BRA,2021,0.005864,0.8424
CHE,VNM,2021,0.003424,0.8424
CHE,IDN,2021,0.002933,0.8424
CHE,GBR,2021,0.071704,0.8424
CHE,PRT,2021,0.003535,0.8424
CHE,VEN,2021,5e-05,0.8424
CHE,MYS,2021,0.003375,0.8424
CHE,DEU,2021,0.167254,0.8424
CHE,CHL,2021,0.001833,0.8424
CHE,UKR,2021,0.001341,0.8424
CHE,ESP,2021,0.03254,0.8424
CHE,THA,2021,0.008827,0.8424
CHE,RUS,2021,0.007378,0.8424
CHE,POL,2021,0.009011,0.8424
CHE,KOR,2023,0.008168,0.7992
CHE,AUS,2023,0.010792,0.7992
CHE,FRA,2023,0.053246,0.7992
CHE,NOR,2023,0.001711,0.7992
CHE,PER,2023,0.003263,0.7992
CHE,USA,2023,0.12211,0.7992
CHE,IND,2023,0.025092,0.7992
CHE,CAN,2023,0.014049,0.7992
CHE,TWN,2023,0.004761,0.7992
CHE,EGY,2023,0.002333,0.7992
CHE,CHN,2023,0.083589,0.7992
CHE,TUR,2023,0.023879,0.7992
CHE,COL,2023,0.001385,0.7992
CHE,NLD,2023,0.017459,0.7992
CHE,MEX,2023,0.006478,0.7992
CHE,ZAF,2023,0.006212,0.7992
CHE,HKG,2023,0.02554,0.7992
CHE,SAU,2023,0.009651,0.7992
CHE,TUN,2023,0.000616,0.7992
CHE,ITA,2023,0.070587,0.7992
CHE,BEL,2023,0.012975,0.7992
CHE,ISR,2023,0.002373,0.7992
CHE,SWE,2023,0.005068,0.7992
CHE,PHL,2023,0.002706,0.7992
CHE,DNK,2023,0.003524,0.7992
CHE,ARG,2023,0.002577,0.7992
CHE,JPN,2023,0.020642,0.7992
CHE,HUN,2023,0.003812,0.7992
CHE,FIN,2023,0.00305,0.7992
CHE,BRA,2023,0.006284,0.7992
CHE,VNM,2023,0.003145,0.7992
CHE,IDN,2023,0.003983,0.7992
CHE,GBR,2023,0.027619,0.7992
CHE,PRT,2023,0.003499,0.7992
CHE,VEN,2023,6.9e-05,0.7992
CHE,MYS,2023,0.003033,0.7992
CHE,DEU,2023,0.149569,0.7992
CHE,CHL,2023,0.001381,0.7992
CHE,UKR,2023,0.000799,0.7992
CHE,ESP,2023,0.024129,0.7992
CHE,THA,2023,0.010523,0.7992
CHE,RUS,2023,0.008718,0.7992
CHE,POL,2023,0.008843,0.7992
CHL,KOR,2019,0.042647,0.9201
CHL,AUS,2019,0.003644,0.9201
CHL,FRA,2019,0.018975,0.9201
CHL,NOR,2019,0.001231,0.9201
CHL,PER,2019,0.021752,0.9201
CHL,USA,2019,0.167897,0.9201
CHL,IND,2019,0.015625,0.9201
CHL,CAN,2019,0.012493,0.9201
CHL,TWN,2019,0.012824,0.9201
CHL,EGY,2019,0.000236,0.9201
CHL,CHN,2019,0.278428,0.9201
CHL,CHE,2019,0.006409,0.9201
CHL,TUR,2019,0.004677,0.9201
CHL,COL,2019,0.013718,0.9201
CHL,NLD,2019,0.014455,0.9201
CHL,MEX,2019,0.023942,0.9201
CHL,ZAF,2019,0.001081,0.9201
CHL,HKG,2019,0.001083,0.9201
CHL,SAU,2019,0.000962,0.9201
CHL,TUN,2019,6.7e-05,0.9201
CHL,ITA,2019,0.01492,0.9201
CHL,BEL,2019,0.00625,0.9201
CHL,ISR,2019,0.001792,0.9201
CHL,SWE,2019,0.004145,0.9201
CHL,PHL,2019,0.001575,0.9201
CHL,DNK,2019,0.002153,0.9201
CHL,ARG,2019,0.029679,0.9201
CHL,JPN,2019,0.062088,0.9201
CHL,HUN,2019,0.000633,0.9201
CHL,FIN,2019,0.004263,0.9201
CHL,BRA,2019,0.063543,0.9201
CHL,VNM,2019,0.007479,0.9201
CHL,IDN,2019,0.002344,0.9201
CHL,GBR,2019,0.008727,0.9201
CHL,PRT,2019,0.001329,0.9201
CHL,VEN,2019,0.000408,0.9201
CHL,MYS,2019,0.003277,0.9201
CHL,DEU,2019,0.02621,0.9201
CHL,UKR,2019,0.000222,0.9201
CHL,ESP,2019,0.021274,0.9201
CHL,THA,2019,0.007623,0.9201
CHL,RUS,2019,0.006299,0.9201
CHL,POL,2019,0.001703,0.9201
CHL,KOR,2021,0.035875,0.9327
CHL,AUS,2021,0.004123,0.9327
CHL,FRA,2021,0.01505,0.9327
CHL,NOR,2021,0.001231,0.9327
CHL,PER,2021,0.018505,0.9327
CHL,USA,2021,0.165678,0.9327
CHL,IND,2021,0.013754,0.9327
CHL,CAN,2021,0.012449,0.9327
CHL,TWN,2021,0.012971,0.9327
CHL,EGY,2021,0.000202,0.9327
CHL,CHN,2021,0.342696,0.9327
CHL,CHE,2021,0.006604,0.9327
CHL,TUR,2021,0.005093,0.9327
CHL,COL,2021,0.011177,0.9327
CHL,NLD,2021,0.011317,0.9327
CHL,MEX,2021,0.020986,0.9327
CHL,ZAF,2021,0.001549,0.9327
CHL,HKG,2021,0.0007,0.9327
CHL,SAU,2021,0.000652,0.9327
CHL,TUN,2021,4e-05,0.9327
CHL,ITA,2021,0.012044,0.9327
CHL,BEL,2021,0.005392,0.9327
CHL,ISR,2021,0.001209,0.9327
CHL,SWE,2021,0.003399,0.9327
CHL,PHL,2021,0.001799,0.9327
CHL,DNK,2021,0.001872,0.9327
CHL,ARG,2021,0.030508,0.9327
CHL,JPN,2021,0.050188,0.9327
CHL,HUN,2021,0.000451,0.9327
CHL,FIN,2021,0.003074,0.9327
CHL,BRA,2021,0.065917,0.9327
CHL,VNM,2021,0.008575,0.9327
CHL,IDN,2021,0.002346,0.9327
CHL,GBR,2021,0.006461,0.9327
CHL,PRT,2021,0.00108,0.9327
CHL,VEN,2021,0.000355,0.9327
CHL,MYS,2021,0.002866,0.9327
CHL,DEU,2021,0.021527,0.9327
CHL,UKR,2021,0.00025,0.9327
CHL,ESP,2021,0.019702,0.9327
CHL,THA,2021,0.006802,0.9327
CHL,RUS,2021,0.004365,0.9327
CHL,POL,2021,0.001831,0.9327
CHL,KOR,2023,0.041611,0.9234
CHL,AUS,2023,0.004368,0.9234
CHL,FRA,2023,0.011963,0.9234
CHL,NOR,2023,0.001604,0.9234
CHL,PER,2023,0.018788,0.9234
CHL,USA,2023,0.174396,0.9234
CHL,IND,2023,0.015776,0.9234
CHL,CAN,2023,0.011897,0.9234
CHL,TWN,2023,0.008085,0.9234
CHL,EGY,2023,0.000226,0.9234
CHL,CHN,2023,0.317441,0.9234
CHL,CHE,2023,0.005469,0.9234
CHL,TUR,2023,0.002808,0.9234
CHL,COL,2023,0.010494,0.9234
CHL,NLD,2023,0.011955,0.9234
CHL,MEX,2023,0.019037,0.9234
CHL,ZAF,2023,0.001025,0.9234
CHL,HKG,2023,0.000586,0.9234
CHL,SAU,2023,0.001548,0.9234
CHL,TUN,2023,2.2e-05,0.9234
CHL,ITA,2023,0.012686,0.9234
CHL,BEL,2023,0.008253,0.9234
CHL,ISR,2023,0.001282,0.9234
CHL,SWE,2023,0.003611,0.9234
CHL,PHL,2023,0.001796,0.9234
CHL,DNK,2023,0.002614,0.9234
CHL,ARG,2023,0.036636,0.9234
CHL,JPN,2023,0.051343,0.9234
CHL,HUN,2023,0.000524,0.9234
CHL,FIN,2023,0.002529,0.9234
CHL,BRA,2023,0.072325,0.9234
CHL,VNM,2023,0.00846,0.9234
CHL,IDN,2023,0.002811,0.9234
CHL,GBR,2023,0.0054,0.9234
CHL,PRT,2023,0.000932,0.9234
CHL,VEN,2023,0.000528,0.9234
CHL,MYS,2023,0.002666,0.9234
CHL,DEU,2023,0.021216,0.9234
CHL,UKR,2023,0.000124,0.9234
CHL,ESP,2023,0.01685,0.9234
CHL,THA,2023,0.006904,0.9234
CHL,RUS,2023,0.002826,0.9234
CHL,POL,2023,0.001944,0.9234
CHN,KOR,2019,0.062146,0.8157
CHN,AUS,2019,0.037025,0.8157
CHN,FRA,2019,0.014399,0.8157
CHN,NOR,2019,0.001607,0.8157
CHN,PER,2019,0.005178,0.8157
CHN,USA,2019,0.118623,0.8157
CHN,IND,2019,0.020271,0.8157
CHN,CAN,2019,0.014215,0.8157
CHN,TWN,2019,0.049835,0.8157
CHN,EGY,2019,0.002883,0.8157
CHN,CHE,2019,0.006989,0.8157
CHN,TUR,2019,0.004547,0.8157
CHN,COL,2019,0.003417,0.8157
CHN,NLD,2019,0.018605,0.8157
CHN,MEX,2019,0.013261,0.8157
CHN,ZAF,2019,0.009281,0.8157
CHN,HKG,2019,0.062879,0.8157
CHN,SAU,2019,0.017052,0.8157
CHN,TUN,2019,0.000344,0.8157
CHN,ITA,2019,0.012,0.8157
CHN,BEL,2019,0.005482,0.8157
CHN,ISR,2019,0.003226,0.8157
CHN,SWE,2019,0.003862,0.8157
CHN,PHL,2019,0.013315,0.8157
CHN,DNK,2019,0.002557,0.8157
CHN,ARG,2019,0.003118,0.8157
CHN,JPN,2019,0.068803,0.8157
CHN,HUN,2019,0.002232,0.8157
CHN,FIN,2019,0.001682,0.8157
CHN,BRA,2019,0.025227,0.8157
CHN,VNM,2019,0.03538,0.8157
CHN,IDN,2019,0.017421,0.8157
CHN,GBR,2019,0.018861,0.8157
CHN,PRT,2019,0.001461,0.8157
CHN,VEN,2019,0.001398,0.8157
CHN,MYS,2019,0.027094,0.8157
CHN,DEU,2019,0.040379,0.8157
CHN,CHL,2019,0.008942,0.8157
CHN,UKR,2019,0.002601,0.8157
CHN,ESP,2019,0.007754,0.8157
CHN,THA,2019,0.020039,0.8157
CHN,RUS,2019,0.02423,0.8157
CHN,POL,2019,0.006077,0.8157
CHN,KOR,2021,0.059904,0.8315
CHN,AUS,2021,0.038092,0.8315
CHN,FRA,2021,0.014126,0.8315
CHN,NOR,2021,0.002534,0.8315
CHN,PER,2021,0.006204,0.8315
CHN,USA,2021,0.12475,0.8315
CHN,IND,2021,0.020764,0.8315
CHN,CAN,2021,0.013492,0.8315
CHN,TWN,2021,0.054433,0.8315
CHN,EGY,2021,0.003285,0.8315
CHN,CHE,2021,0.007399,0.8315
CHN,TUR,2021,0.005662,0.8315
CHN,COL,2021,0.003306,0.8315
CHN,NLD,2021,0.019258,0.8315
CHN,MEX,2021,0.014355,0.8315
CHN,ZAF,2021,0.008964,0.8315
CHN,HKG,2021,0.059393,0.8315
CHN,SAU,2021,0.01437,0.8315
CHN,TUN,2021,0.000353,0.8315
CHN,ITA,2021,0.012276,0.8315
CHN,BEL,2021,0.006397,0.8315
CHN,ISR,2021,0.00377,0.8315
CHN,SWE,2021,0.003482,0.8315
CHN,PHL,2021,0.013453,0.8315
CHN,DNK,2021,0.002972,0.8315
CHN,ARG,2021,0.002953,0.8315
CHN,JPN,2021,0.061645,0.8315
CHN,HUN,2021,0.002616,0.8315
CHN,FIN,2021,0.001522,0.8315
CHN,BRA,2021,0.027221,0.8315
CHN,VNM,2021,0.038106,0.8315
CHN,IDN,2021,0.020642,0.8315
CHN,GBR,2021,0.018528,0.8315
CHN,PRT,2021,0.001463,0.8315
CHN,VEN,2021,0.000522,0.8315
CHN,MYS,2021,0.029087,0.8315
CHN,DEU,2021,0.038969,0.8315
CHN,CHL,2021,0.010914,0.8315
CHN,UKR,2021,0.003179,0.8315
CHN,ESP,2021,0.008008,0.8315
CHN,THA,2021,0.021675,0.8315
CHN,RUS,2021,0.024484,0.8315
CHN,POL,2021,0.006977,0.8315
CHN,KOR,2023,0.052341,0.8112
CHN,AUS,2023,0.038652,0.8112
CHN,FRA,2023,0.013381,0.8112
CHN,NOR,2023,0.001302,0.8112
CHN,PER,2023,0.006338,0.8112
CHN,USA,2023,0.112251,0.8112
CHN,IND,2023,0.022946,0.8112
CHN,CAN,2023,0.014991,0.8112
CHN,TWN,2023,0.045119,0.8112
CHN,EGY,2023,0.002664,0.8112
CHN,CHE,2023,0.010065,0.8112
CHN,TUR,2023,0.00731,0.8112
CHN,COL,2023,0.003167,0.8112
CHN,NLD,2023,0.019725,0.8112
CHN,MEX,2023,0.016878,0.8112
CHN,ZAF,2023,0.00937,0.8112
CHN,HKG,2023,0.048545,0.8112
CHN,SAU,2023,0.01806,0.8112
CHN,TUN,2023,0.000382,0.8112
CHN,ITA,2023,0.012086,0.8112
CHN,BEL,2023,0.006765,0.8112
CHN,ISR,2023,0.003938,0.8112
CHN,SWE,2023,0.003174,0.8112
CHN,PHL,2023,0.012109,0.8112
CHN,DNK,2023,0.002309,0.8112
CHN,ARG,2023,0.002929,0.8112
CHN,JPN,2023,0.053563,0.8112
CHN,HUN,2023,0.002447,0.8112
CHN,FIN,2023,0.001382,0.8112
CHN,BRA,2023,0.03059,0.8112
CHN,VNM,2023,0.0387,0.8112
CHN,IDN,2023,0.023475,0.8112
CHN,GBR,2023,0.016503,0.8112
CHN,PRT,2023,0.001466,0.8112
CHN,VEN,2023,0.000706,0.8112
CHN,MYS,2023,0.032052,0.8112
CHN,DEU,2023,0.034831,0.8112
CHN,CHL,2023,0.01053,0.8112
CHN,UKR,2023,0.001147,0.8112
CHN,ESP,2023,0.008182,0.8112
CHN,THA,2023,0.021272,0.8112
CHN,RUS,2023,0.040452,0.8112
CHN,POL,2023,0.007079,0.8112
COL,KOR,2019,0.012682,0.8594
COL,AUS,2019,0.001384,0.8594
COL,FRA,2019,0.016981,0.8594
COL,NOR,2019,0.000807,0.8594
COL,PER,2019,0.020561,0.8594
COL,USA,2019,0.278146,0.8594
COL,IND,2019,0.016419,0.8594
COL,CAN,2019,0.014476,0.8594
COL,TWN,2019,0.005241,0.8594
COL,EGY,2019,0.000318,0.8594
COL,CHN,2019,0.168483,0.8594
COL,CHE,2019,0.006734,0.8594
COL,TUR,2019,0.016581,0.8594
COL,NLD,2019,0.016074,0.8594
COL,MEX,2019,0.057369,0.8594
COL,ZAF,2019,0.000469,0.8594
COL,HKG,2019,0.002089,0.8594
COL,SAU,2019,0.000563,0.8594
COL,TUN,2019,8.3e-05,0.8594
COL,ITA,2019,0.017339,0.8594
COL,BEL,2019,0.008388,0.8594
COL,ISR,2019,0.004925,0.8594
COL,SWE,2019,0.001998,0.8594
COL,PHL,2019,0.000631,0.8594
COL,DNK,2019,0.001597,0.8594
COL,ARG,2019,0.013489,0.8594
COL,JPN,2019,0.018455,0.8594
COL,HUN,2019,0.001502,0.8594
COL,FIN,2019,0.002013,0.8594
COL,BRA,2019,0.050331,0.8594
COL,VNM,2019,0.007431,0.8594
COL,IDN,2019,0.002376,0.8594
COL,GBR,2019,0.011581,0.8594
COL,PRT,2019,0.002708,0.8594
COL,VEN,2019,0.002613,0.8594
COL,MYS,2019,0.002885,0.8594
COL,DEU,2019,0.028804,0.8594
COL,CHL,2019,0.01759,0.8594
COL,UKR,2019,0.000775,0.8594
COL,ESP,2019,0.016601,0.8594
COL,THA,2019,0.003609,0.8594
COL,RUS,2019,0.003601,0.8594
COL,POL,2019,0.002691,0.8594
COL,KOR,2021,0.015169,0.874
COL,AUS,2021,0.002425,0.874
COL,FRA,2021,0.016247,0.874
COL,NOR,2021,0.000898,0.874
COL,PER,2021,0.018906,0.874
COL,USA,2021,0.251891,0.874
COL,IND,2021,0.035294,0.874
COL,CAN,2021,0.016378,0.874
COL,TWN,2021,0.005914,0.874
COL,EGY,2021,0.001492,0.874
COL,CHN,2021,0.180088,0.874
COL,CHE,2021,0.005784,0.874
COL,TUR,2021,0.016914,0.874
COL,NLD,2021,0.014341,0.874
COL,MEX,2021,0.048817,0.874
COL,ZAF,2021,0.000805,0.874
COL,HKG,2021,0.004548,0.874
COL,SAU,2021,0.001441,0.874
COL,TUN,2021,0.000114,0.874
COL,ITA,2021,0.01733,0.874
COL,BEL,2021,0.009728,0.874
COL,ISR,2021,0.004198,0.874
COL,SWE,2021,0.002259,0.874
COL,PHL,2021,0.000517,0.874
COL,DNK,2021,0.001583,0.874
COL,ARG,2021,0.01557,0.874
COL,JPN,2021,0.016946,0.874
COL,HUN,2021,0.00161,0.874
COL,FIN,2021,0.002283,0.874
COL,BRA,2021,0.054166,0.874
COL,VNM,2021,0.009143,0.874
COL,IDN,2021,0.003711,0.874
COL,GBR,2021,0.009391,0.874
COL,PRT,2021,0.001064,0.874
COL,VEN,2021,0.003908,0.874
COL,MYS,2021,0.003234,0.874
COL,DEU,2021,0.027208,0.874
COL,CHL,2021,0.017969,0.874
COL,UKR,2021,0.002582,0.874
COL,ESP,2021,0.019508,0.874
COL,THA,2021,0.003902,0.874
COL,RUS,2021,0.006569,0.874
COL,POL,2021,0.002149,0.874
COL,KOR,2023,0.014942,0.8535
COL,AUS,2023,0.001325,0.8535
COL,FRA,2023,0.020749,0.8535
COL,NOR,2023,0.001065,0.8535
COL,PER,2023,0.017156,0.8535
COL,USA,2023,0.269166,0.8535
COL,IND,2023,0.033819,0.8535
COL,CAN,2023,0.0153,0.8535
COL,TWN,2023,0.00517,0.8535
COL,EGY,2023,0.003348,0.8535
COL,CHN,2023,0.142481,0.8535
COL,CHE,2023,0.00511,0.8535
COL,TUR,2023,0.009814,0.8535
COL,NLD,2023,0.023539,0.8535
COL,MEX,2023,0.044149,0.8535
COL,ZAF,2023,0.001033,0.8535
COL,HKG,2023,0.003585,0.8535
COL,SAU,2023,0.00132,0.8535
COL,TUN,2023,6.3e-05,0.8535
COL,ITA,2023,0.017094,0.8535
COL,BEL,2023,0.009951,0.8535
COL,ISR,2023,0.005282,0.8535
COL,SWE,2023,0.002918,0.8535
COL,PHL,2023,0.00054,0.8535
COL,DNK,2023,0.00191,0.8535
COL,ARG,2023,0.015709,0.8535
COL,JPN,2023,0.018104,0.8535
COL,HUN,2023,0.001046,0.8535
COL,FIN,2023,0.002255,0.8535
COL,BRA,2023,0.052691,0.8535
COL,VNM,2023,0.007531,0.8535
COL,IDN,2023,0.002358,0.8535
COL,GBR,2023,0.010288,0.8535
COL,PRT,2023,0.000981,0.8535
COL,VEN,2023,0.007146,0.8535
COL,MYS,2023,0.00441,0.8535
COL,DEU,2023,0.026063,0.8535
COL,CHL,2023,0.015814,0.8535
COL,UKR,2023,0.000332,0.8535
COL,ESP,2023,0.021421,0.8535
COL,THA,2023,0.003172,0.8535
COL,RUS,2023,0.003507,0.8535
COL,POL,2023,0.009852,0.8535
DEU,KOR,2019,0.012092,0.7978
DEU,AUS,2019,0.004901,0.7978
DEU,FRA,2019,0.070724,0.7978
DEU,NOR,2019,0.006946,0.7978
DEU,PER,2019,0.000905,0.7978
DEU,USA,2019,0.078671,0.7978
DEU,IND,2019,0.00882,0.7978
DEU,CAN,2019,0.006684,0.7978
DEU,TWN,2019,0.007421,0.7978
DEU,EGY,2019,0.002098,0.7978
DEU,CHN,2019,0.085134,0.7978
DEU,CHE,2019,0.042983,0.7978
DEU,TUR,2019,0.014575,0.7978
DEU,COL,2019,0.000986,0.7978
DEU,NLD,2019,0.069576,0.7978
DEU,MEX,2019,0.009303,0.7978
DEU,ZAF,2019,0.007645,0.7978
DEU,HKG,2019,0.002997,0.7978
DEU,SAU,2019,0.002953,0.7978
DEU,TUN,2019,0.00138,0.7978
DEU,ITA,2019,0.051119,0.7978
DEU,BEL,2019,0.035548,0.7978
DEU,ISR,2019,0.002829,0.7978
DEU,SWE,2019,0.016499,0.7978
DEU,PHL,2019,0.002671,0.7978
DEU,DNK,2019,0.012683,0.7978
DEU,ARG,2019,0.001439,0.7978
DEU,JPN,2019,0.018588,0.7978
DEU,HUN,2019,0.022708,0.7978
DEU,FIN,2019,0.008233,0.7978
DEU,BRA,2019,0.007034,0.7978
DEU,VNM,2019,0.00576,0.7978
DEU,IDN,2019,0.002606,0.7978
DEU,GBR,2019,0.04787,0.7978
DEU,PRT,2019,0.007391,0.7978
DEU,VEN,2019,0.000129,0.7978
DEU,MYS,2019,0.005885,0.7978
DEU,CHL,2019,0.001626,0.7978
DEU,UKR,2019,0.003197,0.7978
DEU,ESP,2019,0.031674,0.7978
DEU,THA,2019,0.004572,0.7978
DEU,RUS,2019,0.020417,0.7978
DEU,POL,2019,0.050512,0.7978
DEU,KOR,2021,0.012137,0.7951
DEU,AUS,2021,0.004886,0.7951
DEU,FRA,2021,0.063423,0.7951
DEU,NOR,2021,0.006511,0.7951
DEU,PER,2021,0.000865,0.7951
DEU,USA,2021,0.075615,0.7951
DEU,IND,2021,0.00911,0.7951
DEU,CAN,2021,0.006113,0.7951
DEU,TWN,2021,0.008395,0.7951
DEU,EGY,2021,0.002006,0.7951
DEU,CHN,2021,0.096143,0.7951
DEU,CHE,2021,0.043911,0.7951
DEU,TUR,2021,0.01541,0.7951
DEU,COL,2021,0.001038,0.7951
DEU,NLD,2021,0.070458,0.7951
DEU,MEX,2021,0.008166,0.7951
DEU,ZAF,2021,0.007487,0.7951
DEU,HKG,2021,0.002707,0.7951
DEU,SAU,2021,0.002604,0.7951
DEU,TUN,2021,0.001321,0.7951
DEU,ITA,2021,0.054234,0.7951
DEU,BEL,2021,0.038637,0.7951
DEU,ISR,2021,0.003012,0.7951
DEU,SWE,2021,0.016777,0.7951
DEU,PHL,2021,0.00226,0.7951
DEU,DNK,2021,0.012827,0.7951
DEU,ARG,2021,0.001264,0.7951
DEU,JPN,2021,0.016343,0.7951
DEU,HUN,2021,0.022443,0.7951
DEU,FIN,2021,0.007874,0.7951
DEU,BRA,2021,0.006937,0.7951
DEU,VNM,2021,0.00555,0.7951
DEU,IDN,2021,0.002555,0.7951
DEU,GBR,2021,0.037737,0.7951
DEU,PRT,2021,0.006603,0.7951
DEU,VEN,2021,3.8e-05,0.7951
DEU,MYS,2021,0.005866,0.7951
DEU,CHL,2021,0.001477,0.7951
DEU,UKR,2021,0.003316,0.7951
DEU,ESP,2021,0.030131,0.7951
DEU,THA,2021,0.004649,0.7951
DEU,RUS,2021,0.019448,0.7951
DEU,POL,2021,0.056802,0.7951
DEU,KOR,2023,0.011645,0.7936
DEU,AUS,2023,0.005643,0.7936
DEU,FRA,2023,0.064299,0.7936
DEU,NOR,2023,0.007689,0.7936
DEU,PER,2023,0.000841,0.7936
DEU,USA,2023,0.085647,0.7936
DEU,IND,2023,0.010576,0.7936
DEU,CAN,2023,0.00661,0.7936
DEU,TWN,2023,0.008832,0.7936
DEU,EGY,2023,0.002301,0.7936
DEU,CHN,2023,0.087936,0.7936
DEU,CHE,2023,0.041661,0.7936
DEU,TUR,2023,0.018777,0.7936
DEU,COL,2023,0.001218,0.7936
DEU,NLD,2023,0.070935,0.7936
DEU,MEX,2023,0.00999,0.7936
DEU,ZAF,2023,0.007358,0.7936
DEU,HKG,2023,0.002558,0.7936
DEU,SAU,2023,0.003631,0.7936
DEU,TUN,2023,0.001601,0.7936
DEU,ITA,2023,0.053123,0.7936
DEU,BEL,2023,0.037514,0.7936
DEU,ISR,2023,0.002751,0.7936
DEU,SWE,2023,0.016367,0.7936
DEU,PHL,2023,0.002321,0.7936
DEU,DNK,2023,0.012565,0.7936
DEU,ARG,2023,0.001186,0.7936
DEU,JPN,2023,0.015773,0.7936
DEU,HUN,2023,0.023556,0.7936
DEU,FIN,2023,0.007112,0.7936
DEU,BRA,2023,0.007125,0.7936
DEU,VNM,2023,0.005748,0.7936
DEU,IDN,2023,0.00268,0.7936
DEU,GBR,2023,0.039251,0.7936
DEU,PRT,2023,0.006807,0.7936
DEU,VEN,2023,3.5e-05,0.7936
DEU,MYS,2023,0.00606,0.7936
DEU,CHL,2023,0.001659,0.7936
DEU,UKR,2023,0.003436,0.7936
DEU,ESP,2023,0.031445,0.7936
DEU,THA,2023,0.004781,0.7936
DEU,RUS,2023,0.004424,0.7936
DEU,POL,2023,0.058104,0.7936
DNK,KOR,2019,0.006245,0.7899
DNK,AUS,2019,0.005164,0.7899
DNK,FRA,2019,0.029686,0.7899
DNK,NOR,2019,0.050738,0.7899
DNK,PER,2019,0.000683,0.7899
DNK,USA,2019,0.041215,0.7899
DNK,IND,2019,0.006044,0.7899
DNK,CAN,2019,0.003718,0.7899
DNK,TWN,2019,0.003545,0.7899
DNK,EGY,2019,0.000985,0.7899
DNK,CHN,2019,0.052394,0.7899
DNK,CHE,2019,0.007935,0.7899
DNK,TUR,2019,0.009483,0.7899
DNK,COL,2019,0.00031,0.7899
DNK,NLD,2019,0.062319,0.7899
DNK,MEX,2019,0.002327,0.7899
DNK,ZAF,2019,0.002058,0.7899
DNK,HKG,2019,0.002772,0.7899
DNK,SAU,2019,0.002772,0.7899
DNK,TUN,2019,0.000204,0.7899
DNK,ITA,2019,0.026564,0.7899
DNK,BEL,2019,0.023282,0.7899
DNK,ISR,2019,0.001202,0.7899
DNK,SWE,2019,0.108326,0.7899
DNK,PHL,2019,0.001027,0.7899
DNK,ARG,2019,0.001767,0.7899
DNK,JPN,2019,0.009574,0.7899
DNK,HUN,2019,0.00641,0.7899
DNK,FIN,2019,0.01524,0.7899
DNK,BRA,2019,0.002765,0.7899
DNK,VNM,2019,0.002894,0.7899
DNK,IDN,2019,0.001805,0.7899
DNK,GBR,2019,0.047238,0.7899
DNK,PRT,2019,0.003321,0.7899
DNK,VEN,2019,1.6e-05,0.7899
DNK,MYS,2019,0.002221,0.7899
DNK,DEU,2019,0.172273,0.7899
DNK,CHL,2019,0.001593,0.7899
DNK,UKR,2019,0.002754,0.7899
DNK,ESP,2019,0.018035,0.7899
DNK,THA,2019,0.00413,0.7899
DNK,RUS,2019,0.011171,0.7899
DNK,POL,2019,0.035687,0.7899
DNK,KOR,2021,0.006368,0.7942
DNK,AUS,2021,0.004869,0.7942
DNK,FRA,2021,0.029658,0.7942
DNK,NOR,2021,0.047539,0.7942
DNK,PER,2021,0.000729,0.7942
DNK,USA,2021,0.04082,0.7942
DNK,IND,2021,0.006196,0.7942
DNK,CAN,2021,0.003239,0.7942
DNK,TWN,2021,0.006987,0.7942
DNK,EGY,2021,0.000893,0.7942
DNK,CHN,2021,0.064538,0.7942
DNK,CHE,2021,0.007647,0.7942
